safety_margin,perturbations,probe_steps,estimator_method,L_pred,L_actual,bound_holds,max_bound_ratio,final_bound_ratio,predicted_dangerous,actual_dangerous,false_negative,false_positive,runtime_seconds
1.25,3,3,rewritten_state_L,1.0257767321620141,0.9938105561960218,True,0.9999999068677404,0.04217704413281702,True,True,False,False,0.0048412999994980055
1.25,3,3,max_clean_rewritten_L,1.0864608997266743,0.9938105561960218,True,0.9999999068677404,0.0001345706598329242,True,True,False,False,0.008754299999964132
1.25,3,3,longer_horizon_L,1.1632731115459913,0.9938105561960218,True,0.9999999068677404,1.4527521811655227e-07,True,True,False,False,0.016520700000000943
1.5,3,3,clean_state_L,1.303753079672009,0.9938105561960218,True,0.9999999068677404,1.624896776449838e-12,True,True,False,False,0.003913000000466127
1.5,3,3,rewritten_state_L,1.2309320785944171,0.9938105561960218,True,0.9999999068677404,5.092740359353409e-10,True,True,False,False,0.0048412999994980055
1.5,3,3,max_clean_rewritten_L,1.303753079672009,0.9938105561960218,True,0.9999999068677404,1.624896776449838e-12,True,True,False,False,0.008754299999964132
1.5,3,3,longer_horizon_L,1.3959277338551894,0.9938105561960218,True,0.9999999068677404,1.754150822391064e-15,True,True,False,False,0.016520700000000943
1.0,3,5,clean_state_L,0.9350755443171417,0.9938105561960218,False,442.2732106346337,442.2732106346337,False,True,True,False,0.008796600000096078
1.0,3,5,rewritten_state_L,0.8593622955005752,0.9938105561960218,False,2054617.5684341234,2054617.5684341234,False,True,True,False,0.007638800000677293
1.0,3,5,max_clean_rewritten_L,0.9350755443171417,0.9938105561960218,False,442.2732106346337,442.2732106346337,False,True,True,False,0.01643540000077337
1.0,3,5,longer_horizon_L,0.9446009137839785,0.9938105561960218,False,194.29621335017737,160.5182333434908,False,True,True,False,0.018147099999623606
1.03,3,5,clean_state_L,0.963127810646656,0.9938105561960218,False,41.07895343093289,23.012731138989576,False,True,True,False,0.008796600000096078
1.03,3,5,rewritten_state_L,0.8851431643655925,0.9938105561960218,False,106907.58689175849,106907.58689175849,False,True,True,False,0.007638800000677293
