model,dataset,seed,scenario,delta,L_clean,L_rewritten,L_max,L_stepwise,fixed_bound_final,stepwise_bound_final,actual_max_divergence,actual_loss_gap,epsilon,safety_margin,decision,decision_reason,runtime_seconds
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,stale_adam_moments,0.05428793281316757,1.0157898355783852,1.0184080764652694,1.0184080764652694,0.9955089443280555,0.11260993239433208,0.045342969641029254,0.21789811551570892,0.17116130888462067,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16360179999992397
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_first_moment,0.020576147362589836,1.0157898355783852,1.0154147949184422,1.0157898355783852,1.0374807101735102,0.03850512812308067,0.08965309510198147,0.10924903303384781,0.045566730201244354,0.05,1.08,abstained,expansive regime but bound below danger threshold (cannot certify),0.1626845000000685
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,reset_second_moment,1.7047110795974731,1.0157898355783852,1.8250203080956862,1.8250203080956862,0.9986305308643513,48123681387.7103,1.6137801286642877,14.160714149475098,1691.8962568044662,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.1653662999997323
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,scheduler_mismatch,0.010288073681294918,1.0157898355783852,1.0217224303129264,1.0217224303129264,1.0664722923619518,0.024302512518587588,0.1349948290277949,0.13275519013404846,0.03935091197490692,0.05,1.08,abstained,expansive regime but bound below danger threshold (cannot certify),0.16408010000031936
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,ema_shadow_present_not_loaded,0.0,1.0157898355783852,1.0200778135600184,1.0200778135600184,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.16452440000011848
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,ema_loaded_as_parameters,1.4435858726501465,1.0157898355783852,1.0263312444791362,1.0263312444791362,0.9680172230256169,4.082673355643019,0.39333808422088623,1.4435858726501465,16.167389273643494,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16042500000003201
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,mild_lr_decrease,0.010288073681294918,1.0157898355783852,1.0309582197166702,1.0309582197166702,1.0744187459874475,0.03483186178227651,0.1816674625459727,0.19876359403133392,0.06379326432943344,0.05,1.08,abstained,expansive regime but bound below danger threshold (cannot certify),0.16569780000008905
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,severe_lr_increase,0.18518531322479248,1.0157898355783852,1.2352936270377042,1.2352936270377042,0.9899804606766233,867.7898682911956,0.12378598007659608,0.9675938487052917,0.23437704145908356,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16868089999934455
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,optimizer_state_from_older_checkpoint,0.07583688199520111,1.0157898355783852,1.0278616769880553,1.0278616769880553,1.0091418151325704,0.22764988235227512,0.10913613099637626,0.36862844228744507,0.6290337145328522,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16270519999943645
quadratic,"synthetic_quadratic(n=20,kappa=30)",2,params_current_optimizer_older,0.11641296744346619,1.0157898355783852,1.0196075157432982,1.0196075157432982,0.9991584222143928,0.2531176811863493,0.11255777538610784,0.4911620318889618,1.0740337371826172,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.16533960000015213
