model,dataset,seed,scenario,direction_type,probe_trials,probe_steps,L_estimate,actual_growth,missed_worst_case,bound_holds,runtime_seconds
mnist_mlp,real MNIST train split,1,severe_lr_increase,top_hessian,3,5,,,,,0.0
mnist_mlp,real MNIST train split,1,severe_lr_increase,top_hessian,5,5,,,,,0.0
mnist_mlp,real MNIST train split,1,severe_lr_increase,top_hessian,10,5,,,,,0.0
mnist_mlp,real MNIST train split,1,severe_lr_increase,top_hessian,20,5,,,,,0.0
mnist_mlp,real MNIST train split,1,severe_lr_increase,top_hessian,50,5,,,,,0.0
mnist_mlp,real MNIST train split,1,severe_lr_increase,adam_denom_sensitive,1,5,6.470962330105945,2285.129634648693,True,True,0.02075440000044182
mnist_mlp,real MNIST train split,1,severe_lr_increase,adam_denom_sensitive,3,5,6.591923594002748,3911.028941571016,False,True,0.059479200001078425
mnist_mlp,real MNIST train split,1,severe_lr_increase,adam_denom_sensitive,5,5,6.563399076704893,3911.028941571016,False,True,0.10929249999935564
mnist_mlp,real MNIST train split,1,severe_lr_increase,adam_denom_sensitive,10,5,6.587451998796097,3911.028941571016,False,True,0.19312820000050124
mnist_mlp,real MNIST train split,1,severe_lr_increase,adam_denom_sensitive,20,5,6.585359606677181,3911.028941571016,False,True,0.4052605999986554
mnist_mlp,real MNIST train split,1,severe_lr_increase,adam_denom_sensitive,50,5,6.583114369660548,3911.03064896028,False,True,1.0244736000004195
mnist_mlp,real MNIST train split,1,severe_lr_increase,schedule_time,1,5,6.470985644862963,2285.1104984105664,True,True,0.019768800000747433
mnist_mlp,real MNIST train split,1,severe_lr_increase,schedule_time,3,5,6.591917948606994,3911.0393320088665,False,True,0.06477000000086264
mnist_mlp,real MNIST train split,1,severe_lr_increase,schedule_time,5,5,6.563396968360711,3911.0393320088665,False,True,0.10729459999856772
mnist_mlp,real MNIST train split,1,severe_lr_increase,schedule_time,10,5,6.587441511527784,3911.0393320088665,False,True,0.19422379999923578
mnist_mlp,real MNIST train split,1,severe_lr_increase,schedule_time,20,5,6.585339300445428,3911.0393320088665,False,True,0.41427889999977197
mnist_mlp,real MNIST train split,1,severe_lr_increase,schedule_time,50,5,6.583097449959936,3911.040158790561,False,True,1.0880830999994942
mnist_mlp,real MNIST train split,1,stale_adam_moments,random,1,5,4.252807438327608,299.35269441450185,True,True,0.02022219999889785
mnist_mlp,real MNIST train split,1,stale_adam_moments,random,3,5,4.353435750841334,515.0194970944916,False,True,0.058946900000591995
mnist_mlp,real MNIST train split,1,stale_adam_moments,random,5,5,4.394478080605524,515.0194970944916,False,True,0.09425010000086331
mnist_mlp,real MNIST train split,1,stale_adam_moments,random,10,5,4.389042109759848,515.0194970944916,False,True,0.24984760000006645
mnist_mlp,real MNIST train split,1,stale_adam_moments,random,20,5,4.3824284905486826,515.0194970944916,False,True,0.413099899998997
mnist_mlp,real MNIST train split,1,stale_adam_moments,random,50,5,4.381195874718052,515.0195722594133,False,True,1.0292166999988694
mnist_mlp,real MNIST train split,1,stale_adam_moments,gradient_aligned,1,5,4.252869206438955,299.4717733219004,True,True,0.02167369999915536
mnist_mlp,real MNIST train split,1,stale_adam_moments,gradient_aligned,3,5,4.353404615845105,515.0457974249658,False,True,0.06309880000117118
mnist_mlp,real MNIST train split,1,stale_adam_moments,gradient_aligned,5,5,4.394431795545232,515.0457974249658,False,True,0.11107560000164085
mnist_mlp,real MNIST train split,1,stale_adam_moments,gradient_aligned,10,5,4.389030795035594,515.0457974249658,False,True,0.21679000000040105
mnist_mlp,real MNIST train split,1,stale_adam_moments,gradient_aligned,20,5,4.38244333533361,515.074296343838,False,True,0.43490339999880234
mnist_mlp,real MNIST train split,1,stale_adam_moments,gradient_aligned,50,5,4.3812159355329445,515.074296343838,False,True,1.1430000999989716
mnist_mlp,real MNIST train split,1,stale_adam_moments,trajectory_aligned,1,5,4.252767711906531,299.3166986541955,True,True,0.02574049999930139
mnist_mlp,real MNIST train split,1,stale_adam_moments,trajectory_aligned,3,5,4.353430905266273,515.0083565054265,False,True,0.07660740000028454
mnist_mlp,real MNIST train split,1,stale_adam_moments,trajectory_aligned,5,5,4.394482875624004,515.0083565054265,False,True,0.13343300000087766
mnist_mlp,real MNIST train split,1,stale_adam_moments,trajectory_aligned,10,5,4.38905109036567,515.0083565054265,False,True,0.28169160000106785
mnist_mlp,real MNIST train split,1,stale_adam_moments,trajectory_aligned,20,5,4.382478493853049,515.0083565054265,False,True,0.6335376999995788
mnist_mlp,real MNIST train split,1,stale_adam_moments,trajectory_aligned,50,5,4.3812225846590644,515.0083565054265,False,True,1.3759086999998544
mnist_mlp,real MNIST train split,1,stale_adam_moments,top_hessian,1,5,,,,,0.0
mnist_mlp,real MNIST train split,1,stale_adam_moments,top_hessian,3,5,,,,,0.0
mnist_mlp,real MNIST train split,1,stale_adam_moments,top_hessian,5,5,,,,,0.0
mnist_mlp,real MNIST train split,1,stale_adam_moments,top_hessian,10,5,,,,,0.0
mnist_mlp,real MNIST train split,1,stale_adam_moments,top_hessian,20,5,,,,,0.0
mnist_mlp,real MNIST train split,1,stale_adam_moments,top_hessian,50,5,,,,,0.0
mnist_mlp,real MNIST train split,1,stale_adam_moments,adam_denom_sensitive,1,5,4.252804125837997,299.34991276491667,True,True,0.021711499999582884
mnist_mlp,real MNIST train split,1,stale_adam_moments,adam_denom_sensitive,3,5,4.353436237059562,515.0176337904744,False,True,0.06253800000013143
mnist_mlp,real MNIST train split,1,stale_adam_moments,adam_denom_sensitive,5,5,4.394479309738591,515.0176337904744,False,True,0.10151939999923343
mnist_mlp,real MNIST train split,1,stale_adam_moments,adam_denom_sensitive,10,5,4.389042761312835,515.0176337904744,False,True,0.2054530999994313
mnist_mlp,real MNIST train split,1,stale_adam_moments,adam_denom_sensitive,20,5,4.382429337337249,515.0176337904744,False,True,0.4542301999990741
mnist_mlp,real MNIST train split,1,stale_adam_moments,adam_denom_sensitive,50,5,4.381196156167245,515.0177457687398,False,True,1.0290869000000384
mnist_mlp,real MNIST train split,1,stale_adam_moments,schedule_time,1,5,4.252792252728559,299.25391519260626,True,True,0.02002389999870502
mnist_mlp,real MNIST train split,1,stale_adam_moments,schedule_time,3,5,4.35337716170392,515.0286244973404,False,True,0.05657439999959024
mnist_mlp,real MNIST train split,1,stale_adam_moments,schedule_time,5,5,4.394431695590677,515.0286244973404,False,True,0.09847240000090096
mnist_mlp,real MNIST train split,1,stale_adam_moments,schedule_time,10,5,4.389037327813505,515.0286244973404,False,True,0.2051394000009168
mnist_mlp,real MNIST train split,1,stale_adam_moments,schedule_time,20,5,4.382424908442227,515.0286244973404,False,True,0.4080317999996623
mnist_mlp,real MNIST train split,1,stale_adam_moments,schedule_time,50,5,4.3811925739568425,515.0286244973404,False,True,1.051400399999693
