model,dataset,seed,scenario,metric_type,delta,L_estimate,bound_final,actual_final_divergence,actual_max_divergence,bound_holds,decision,notes
mnist_mlp,real MNIST train split,2,ema_loaded_as_parameters,block_normalized,3.0655479431152344,1.5581836537872398,1841057.8448877926,1.7481528520584106,3.0655479431152344,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,ema_loaded_as_parameters,denom_aware_v,3.0655479431152344,1.5581836537872398,1841057.8448877926,1.7481528520584106,3.0655479431152344,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,ema_loaded_as_parameters,full_repaired,3.0655479431152344,1.5581836537872398,1841057.8448877926,1.7481528520584106,3.0655479431152344,True,flagged_dangerous,metric used by repaired analyzer
mnist_mlp,real MNIST train split,2,stale_adam_moments,raw_theta_M,0.41871774196624756,1.616515327964609,757384.0815616021,0.5403857827186584,0.5403857827186584,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,stale_adam_moments,raw_plus_sched_time,0.41871774196624756,1.616515327964609,757384.0815616021,0.5403857827186584,0.5403857827186584,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,stale_adam_moments,block_normalized,6.607656751800803,1.616515327964609,11952046.781529456,0.5403857827186584,0.5403857827186584,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,stale_adam_moments,denom_aware_v,0.42195204878413706,1.616515327964609,763234.3531246188,0.5403857827186584,0.5403857827186584,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,stale_adam_moments,full_repaired,0.08497738093137741,1.616515327964609,153708.59450089824,0.5403857827186584,0.5403857827186584,True,flagged_dangerous,metric used by repaired analyzer
mnist_mlp,real MNIST train split,2,mild_lr_decrease,raw_theta_M,0.0,1.5509347522990409,0.0,0.6261784434318542,0.6261784434318542,False,certified_safe,OLD METRIC BLIND: delta=0 -> bound identically 0 (vacuous/misleading)
mnist_mlp,real MNIST train split,2,mild_lr_decrease,raw_plus_sched_time,0.03963432088494301,1.5509347522990409,20695.5629847214,0.6261784434318542,0.6261784434318542,True,flagged_dangerous,
mnist_mlp,real MNIST train split,2,mild_lr_decrease,block_normalized,0.0,1.5509347522990409,0.0,0.6261784434318542,0.6261784434318542,False,certified_safe,
mnist_mlp,real MNIST train split,2,mild_lr_decrease,denom_aware_v,0.0,1.5509347522990409,0.0,0.6261784434318542,0.6261784434318542,False,certified_safe,
mnist_mlp,real MNIST train split,2,mild_lr_decrease,full_repaired,0.03963432088494301,1.5509347522990409,20695.5629847214,0.6261784434318542,0.6261784434318542,True,flagged_dangerous,metric used by repaired analyzer
