campaign,row_id,seed,checkpoint_age,rewrite_family,continuation_step,clean_update_norm,candidate_update_norm,delta_update_norm,S1,candidate_clean_update_norm_ratio,update_cosine,lr,candidate_lr
controlled_width,controlled_width_width128_1p63m_seed1201_ckpt300_optimizer_reset,1201,300,optimizer_reset,1,0.01849277876317501,0.1397121399641037,0.13530899584293365,7.316855815366155,7.554956545241321,0.3005305528640747,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt75_reset_m,1202,75,reset_m,1,0.09322862327098846,0.049787893891334534,0.08756659179925919,0.9392672413899037,0.534040857238464,0.37729018926620483,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt75_reset_v,1202,75,reset_v,1,0.09322862327098846,5283.16455078125,5283.150390625,56668.75906996665,56668.910956326785,0.1508595049381256,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt75_stale_v,1202,75,stale_v,1,0.09322862327098846,224.93844604492188,224.93319702148438,2412.705337986772,2412.761640689239,0.056576184928417206,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt75_optimizer_reset,1202,75,optimizer_reset,1,0.09322862327098846,1.0931851863861084,1.077570915222168,11.558369923348804,11.725853584652981,0.208928182721138,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt150_reset_m,1202,150,reset_m,1,0.06025917828083038,0.029591413214802742,0.052839405834674835,0.8768690071999738,0.4910689800050804,0.48083826899528503,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt150_reset_v,1202,150,reset_v,1,0.06025917828083038,2374.97314453125,2374.966796875,39412.53207548485,39412.637414728284,0.10601180791854858,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt150_stale_v,1202,150,stale_v,1,0.06025917828083038,50.76748275756836,50.765907287597656,842.4593354089068,842.4854803052633,0.026693999767303467,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt150_optimizer_reset,1202,150,optimizer_reset,1,0.06025917828083038,0.550000011920929,0.5353991389274597,8.884939260595521,9.127240490213712,0.2938654124736786,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt300_reset_m,1202,300,reset_m,1,0.017836280167102814,0.01005918625742197,0.016764545813202858,0.9399126754682531,0.563973326423249,0.3853285014629364,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt300_reset_v,1202,300,reset_v,1,0.017836280167102814,613.8856811523438,613.8836669921875,34417.695910048285,34417.80883494839,0.1128418818116188,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt300_stale_v,1202,300,stale_v,1,0.017836280167102814,16.882932662963867,16.88227081298828,946.5129866696859,946.5500936207625,0.03763381391763687,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1202_ckpt300_optimizer_reset,1202,300,optimizer_reset,1,0.017836280167102814,0.13738061487674713,0.13393284380435944,7.509012111386084,7.702313127062741,0.25579142570495605,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt75_reset_m,1203,75,reset_m,1,0.11085721850395203,0.062096718698740005,0.09018609672784805,0.8135338225522897,0.5601504307630281,0.581925094127655,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt75_reset_v,1203,75,reset_v,1,0.11085721850395203,6198.748046875,6198.73681640625,55916.40219738465,55916.503503090324,0.10533535480499268,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt75_stale_v,1203,75,stale_v,1,0.11085721850395203,417.20794677734375,417.20025634765625,3763.401806162219,3763.471178547628,0.0692855566740036,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt75_optimizer_reset,1203,75,optimizer_reset,1,0.11085721850395203,1.121380090713501,1.0872249603271484,9.80743495993977,10.115535152664943,0.3528367280960083,0.001,0.001
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt150_reset_m,1203,150,reset_m,1,0.059326447546482086,0.024569127708673477,0.050622645765542984,0.8532896854312237,0.4141344834276401,0.535338282585144,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt150_reset_v,1203,150,reset_v,1,0.059326447546482086,2653.30908203125,2653.302978515625,44723.77983515778,44723.88271533816,0.10199693590402603,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt150_stale_v,1203,150,stale_v,1,0.059326447546482086,46.324615478515625,46.323699951171875,780.8271330269114,780.8425650539684,0.01604367606341839,0.0005,0.0005
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt150_optimizer_reset,1203,150,optimizer_reset,1,0.059326447546482086,0.5591142177581787,0.5411586761474609,9.121710443126451,9.424367055025334,0.35085099935531616,0.0005,0.0005
