row_id,post_resume_index,parameter_divergence,validation_loss_gap,perplexity_gap
gpu_seed1101_ckpt150_exact_restore,16,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,17,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,18,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,19,0.0,0.0,0.0
gpu_seed1101_ckpt150_exact_restore,20,0.0,0.0,0.0
gpu_seed1101_ckpt150_benign_nonzero,0,7.450580596923828e-09,0.0,0.0
gpu_seed1101_ckpt150_benign_nonzero,1,7.450580596923828e-09,0.0,0.0
gpu_seed1101_ckpt150_benign_nonzero,2,0.00015903457824606448,7.947285984855057e-08,1.966298995625948e-06
gpu_seed1101_ckpt150_benign_nonzero,3,0.0003355002263560891,7.947285984855057e-08,1.8234972785080572e-06
gpu_seed1101_ckpt150_benign_nonzero,4,0.0005336299072951078,7.947285984855057e-08,1.66372942800308e-06
gpu_seed1101_ckpt150_benign_nonzero,5,0.0007398735615424812,7.947285984855057e-08,1.6395778494882052e-06
gpu_seed1101_ckpt150_benign_nonzero,6,0.0009726351127028465,1.5894571925301193e-07,3.4618194213464903e-06
gpu_seed1101_ckpt150_benign_nonzero,7,0.0012085284106433392,1.0331471762548006e-06,2.5087891518893457e-05
gpu_seed1101_ckpt150_benign_nonzero,8,0.0014342298964038491,8.742014565576994e-07,2.206629226009227e-05
gpu_seed1101_ckpt150_benign_nonzero,9,0.0016835302812978625,1.271565755356363e-06,3.0809600513492796e-05
gpu_seed1101_ckpt150_benign_nonzero,10,0.0019186623394489288,8.821487426757812e-06,0.0001990592703506877
gpu_seed1101_ckpt150_benign_nonzero,11,0.0021523036994040012,7.3909759521484375e-06,0.0001593648949551607
gpu_seed1101_ckpt150_benign_nonzero,12,0.0023883490357548,9.775161743164062e-06,0.0002116162148588785
gpu_seed1101_ckpt150_benign_nonzero,13,0.002627650275826454,3.059705098484855e-05,0.0006756719249452203
gpu_seed1101_ckpt150_benign_nonzero,14,0.002902156440541148,3.059705098440446e-05,0.0006919798311884051
gpu_seed1101_ckpt150_benign_nonzero,15,0.003189332550391555,4.609425862778238e-06,0.00010503987754617583
gpu_seed1101_ckpt150_benign_nonzero,16,0.0034663304686546326,7.534027099609375e-05,0.0017985212031774722
gpu_seed1101_ckpt150_benign_nonzero,17,0.0037701951805502176,0.0001537799835205078,0.003932232475701625
gpu_seed1101_ckpt150_benign_nonzero,18,0.004093482159078121,0.000198205312093247,0.004920392865788159
gpu_seed1101_ckpt150_benign_nonzero,19,0.004476543981581926,9.926160176609855e-05,0.002169473108118325
gpu_seed1101_ckpt150_benign_nonzero,20,0.00486641563475132,7.462501525878906e-05,0.0015470487232427388
gpu_seed1101_ckpt150_reset_m,0,0.0,0.0,0.0
gpu_seed1101_ckpt150_reset_m,1,0.11007959395647049,0.16461896896362305,3.9539394868185873
gpu_seed1101_ckpt150_reset_m,2,0.2040698379278183,0.22392646471659328,4.963843708676308
gpu_seed1101_ckpt150_reset_m,3,0.2841602563858032,0.14345407485961914,3.066343613083095
gpu_seed1101_ckpt150_reset_m,4,0.35148903727531433,0.0008751551310219874,0.018329008330155716
gpu_seed1101_ckpt150_reset_m,5,0.4129697382450104,0.005570411682128906,0.11524196023664501
gpu_seed1101_ckpt150_reset_m,6,0.474031925201416,0.06569465001424124,1.3848358362080155
gpu_seed1101_ckpt150_reset_m,7,0.5311311483383179,0.15362230936686183,3.4579984333736817
gpu_seed1101_ckpt150_reset_m,8,0.5822126865386963,0.18478608131408691,4.258721231770117
gpu_seed1101_ckpt150_reset_m,9,0.6276853680610657,0.18769987424214696,4.146582736626481
gpu_seed1101_ckpt150_reset_m,10,0.6696548461914062,0.13507954279581735,2.8512156545132328
gpu_seed1101_ckpt150_reset_m,11,0.7081047296524048,0.05885593096415187,1.2324377398122373
gpu_seed1101_ckpt150_reset_m,12,0.7419478893280029,0.04831941922505667,1.0717253290517803
gpu_seed1101_ckpt150_reset_m,13,0.7724195122718811,0.09309728940327977,2.154629634229611
gpu_seed1101_ckpt150_reset_m,14,0.8018982410430908,0.02616469065348337,0.5995564689077924
gpu_seed1101_ckpt150_reset_m,15,0.8309341669082642,0.026448090871174834,0.5947989974953387
gpu_seed1101_ckpt150_reset_m,16,0.8582299947738647,0.004521449406941436,0.10817624195666653
gpu_seed1101_ckpt150_reset_m,17,0.8824539184570312,0.015176057815551758,0.3909890199741355
gpu_seed1101_ckpt150_reset_m,18,0.9053466320037842,0.008817195892333984,0.2179007457374489
gpu_seed1101_ckpt150_reset_m,19,0.9260694980621338,0.0264817078908286,0.5864899143456981
gpu_seed1101_ckpt150_reset_m,20,0.9456748366355896,0.06683524449666312,1.4328568798159083
gpu_seed1101_ckpt150_reset_v,0,0.0,0.0,0.0
gpu_seed1101_ckpt150_reset_v,1,6205.796875,17943427.07331856,5.184705528587072e+21
